GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,B3P001,B3P002,B3P003,B3P004,B3P005,B3P006,B3P007,B3P008
"G2102350","1950","Kentucky","210","Whitley","2350","Whitley",15715,33,87,4,15977,28,93,3
"G2102370","1950","Kentucky","210","Wolfe","2370","Wolfe",3836,7,3,0,3753,8,8,0
"G2102390","1950","Kentucky","210","Woodford","2390","Woodford",4732,23,803,2,4761,19,870,2
"G2200010","1950","Louisiana","220","Acadia","0010","Acadia",18895,133,4344,2,18914,111,4650,1
"G2200030","1950","Louisiana","220","Allen","0030","Allen",7129,47,2145,86,7068,38,2228,94
"G2200050","1950","Louisiana","220","Ascension","0050","Ascension",7291,75,3866,2,7037,65,4050,1
"G2200070","1950","Louisiana","220","Assumption","0070","Assumption",4971,36,3539,1,5011,33,3687,0
"G2200090","1950","Louisiana","220","Avoyelles","0090","Avoyelles",14052,70,4925,15,13905,71,4982,11
"G2200110","1950","Louisiana","220","Beauregard","0110","Beauregard",7295,72,1448,4,7304,68,1575,0
"G2200130","1950","Louisiana","220","Bienville","0130","Bienville",4855,11,4693,0,4813,17,4714,2
"G2200150","1950","Louisiana","220","Bossier","0150","Bossier",14212,166,6846,22,11608,242,7037,6
"G2200170","1950","Louisiana","220","Caddo","0170","Caddo",52206,908,30896,52,56049,928,35465,43
"G2200190","1950","Louisiana","220","Calcasieu","0190","Calcasieu",34344,308,10107,13,34088,312,10456,7
"G2200210","1950","Louisiana","220","Caldwell","0210","Caldwell",3697,25,1456,0,3616,19,1480,0
"G2200230","1950","Louisiana","220","Cameron","0230","Cameron",2966,12,323,0,2673,10,260,0
"G2200250","1950","Louisiana","220","Catahoula","0250","Catahoula",3987,6,2023,1,3686,7,2122,2
"G2200270","1950","Louisiana","220","Claiborne","0270","Claiborne",6052,27,6382,0,6005,22,6570,5
"G2200290","1950","Louisiana","220","Concordia","0290","Concordia",2990,19,4029,8,2839,19,4490,4
"G2200310","1950","Louisiana","220","De Soto","0310","De Soto",5150,26,6631,2,5372,34,7181,2
"G2200330","1950","Louisiana","220","East Baton Rouge","0330","East Baton Rouge",51917,915,24790,48,52414,649,27472,31
"G2200350","1950","Louisiana","220","East Carroll","0350","East Carroll",3269,28,4739,19,3010,28,5197,12
"G2200370","1950","Louisiana","220","East Feliciana","0370","East Feliciana",3849,97,5602,1,3960,88,5535,1
"G2200390","1950","Louisiana","220","Evangeline","0390","Evangeline",12139,29,3793,1,11873,32,3760,2
"G2200410","1950","Louisiana","220","Franklin","0410","Franklin",9329,38,5230,2,9202,32,5540,3
"G2200430","1950","Louisiana","220","Grant","0430","Grant",5447,20,1656,2,5316,23,1798,1
"G2200450","1950","Louisiana","220","Iberia","0450","Iberia",13471,116,6320,6,13378,121,6645,2
"G2200470","1950","Louisiana","220","Iberville","0470","Iberville",6620,157,6405,33,6780,105,6644,6
"G2200490","1950","Louisiana","220","Jackson","0490","Jackson",5340,15,2211,0,5472,14,2381,1
"G2200510","1950","Louisiana","220","Jefferson","0510","Jefferson",42699,927,7868,90,43198,780,8270,41
"G2200530","1950","Louisiana","220","Jefferson Davis","0530","Jefferson Davis",10243,59,2735,2,10243,64,2948,4
"G2200550","1950","Louisiana","220","Lafayette","0550","Lafayette",20764,194,7519,1,20875,178,8208,4
"G2200570","1950","Louisiana","220","Lafourche","0570","Lafourche",18298,87,2627,237,18069,77,2616,198
"G2200590","1950","Louisiana","220","La Salle","0590","La Salle",5717,11,645,29,5557,7,731,20
"G2200610","1950","Louisiana","220","Lincoln","0610","Lincoln",7735,36,4937,2,7610,35,5425,2
"G2200630","1950","Louisiana","220","Livingston","0630","Livingston",8737,106,1500,3,8175,80,1451,2
"G2200650","1950","Louisiana","220","Madison","0650","Madison",2945,26,5627,10,2898,22,5918,5
"G2200670","1950","Louisiana","220","Morehouse","0670","Morehouse",8405,33,7521,14,8124,37,7897,7
"G2200690","1950","Louisiana","220","Natchitoches","0690","Natchitoches",10424,87,8242,30,10449,74,8806,32
"G2200710","1950","Louisiana","220","Orleans","0710","Orleans",178227,7631,84412,542,195281,6675,97363,314
"G2200730","1950","Louisiana","220","Ouachita","0730","Ouachita",24233,305,11585,15,25225,280,13062,8
"G2200750","1950","Louisiana","220","Plaquemines","0750","Plaquemines",4489,125,2839,24,4052,65,2623,22
"G2200770","1950","Louisiana","220","Pointe Coupee","0770","Pointe Coupee",5048,53,5775,0,4964,49,5950,2
"G2200790","1950","Louisiana","220","Rapides","0790","Rapides",29394,403,14323,61,30355,400,15644,68
"G2200810","1950","Louisiana","220","Red River","0810","Red River",3045,7,2912,0,3001,4,3144,0
"G2200830","1950","Louisiana","220","Richland","0830","Richland",7887,26,5276,2,7805,22,5650,4
"G2200850","1950","Louisiana","220","Sabine","0850","Sabine",8284,34,2094,3,8233,30,2197,5
"G2200870","1950","Louisiana","220","St Bernard","0870","St Bernard",4672,128,789,6,4589,75,825,3
"G2200890","1950","Louisiana","220","St Charles","0890","St Charles",4489,60,2111,6,4410,43,2238,6
"G2200910","1950","Louisiana","220","St Helena","0910","St Helena",2152,1,2403,0,2072,3,2382,0
"G2200930","1950","Louisiana","220","St James","0930","St James",3769,59,3787,0,3753,45,3919,2
"G2200950","1950","Louisiana","220","St John The Baptist","0950","St John The Baptist",3748,34,3732,1,3628,35,3679,4
"G2200970","1950","Louisiana","220","St Landry","0970","St Landry",21603,123,17068,4,21597,135,17941,5
"G2200990","1950","Louisiana","220","St Martin","0990","St Martin",8383,26,4839,4,8175,26,4895,5
"G2201010","1950","Louisiana","220","St Mary","1010","St Mary",10946,161,6740,57,10839,156,6904,45
"G2201030","1950","Louisiana","220","St Tammany","1030","St Tammany",9246,170,3891,2,9465,179,4031,4
"G2201050","1950","Louisiana","220","Tangipahoa","1050","Tangipahoa",18026,561,8034,7,17562,470,8555,3
"G2201070","1950","Louisiana","220","Tensas","1070","Tensas",2285,31,4104,2,2301,27,4459,0
"G2201090","1950","Louisiana","220","Terrebonne","1090","Terrebonne",16404,89,4294,994,16072,93,4520,862
"G2201110","1950","Louisiana","220","Union","1110","Union",6352,14,3316,0,6139,12,3307,1
"G2201130","1950","Louisiana","220","Vermilion","1130","Vermilion",16102,66,2302,3,15996,63,2396,1
"G2201150","1950","Louisiana","220","Vernon","1150","Vernon",8387,41,1067,1,8301,27,1149,1
"G2201170","1950","Louisiana","220","Washington","1170","Washington",13096,105,5964,2,13023,79,6100,2
"G2201190","1950","Louisiana","220","Webster","1190","Webster",11257,38,6363,3,11325,62,6655,1
"G2201210","1950","Louisiana","220","West Baton Rouge","1210","West Baton Rouge",2664,35,3077,1,2767,31,3163,0
"G2201230","1950","Louisiana","220","West Carroll","1230","West Carroll",7150,25,1528,2,6930,22,1589,2
"G2201250","1950","Louisiana","220","West Feliciana","1250","West Feliciana",1890,25,4381,1,994,20,2858,0
"G2201270","1950","Louisiana","220","Winn","1270","Winn",5935,13,2145,0,5751,3,2270,2
"G2300010","1950","Maine","230","Androscoggin","0010","Androscoggin",34966,5214,38,17,37318,5996,35,10
"G2300030","1950","Maine","230","Aroostook","0030","Aroostook",45007,3805,20,194,42225,4602,11,175
"G2300050","1950","Maine","230","Cumberland","0050","Cumberland",75308,6388,250,45,79363,7596,220,31
"G2300070","1950","Maine","230","Franklin","0070","Franklin",9714,559,2,8,9923,471,1,4
"G2300090","1950","Maine","230","Hancock","0090","Hancock",15565,509,6,14,15456,549,3,3
"G2300110","1950","Maine","230","Kennebec","0110","Kennebec",37719,3319,77,34,39056,3603,58,15
"G2300130","1950","Maine","230","Knox","0130","Knox",13172,721,21,18,13475,699,6,9
"G2300150","1950","Maine","230","Lincoln","0150","Lincoln",8701,383,5,1,8569,340,4,1
"G2300170","1950","Maine","230","Oxford","0170","Oxford",20442,2124,6,11,19742,1883,6,7
"G2300190","1950","Maine","230","Penobscot","0190","Penobscot",50713,3345,146,255,50112,3332,110,185
"G2300210","1950","Maine","230","Piscataquis","0210","Piscataquis",8758,747,9,8,8400,684,3,8
"G2300230","1950","Maine","230","Sagadahoc","0230","Sagadahoc",9825,526,5,0,9927,619,9,0
"G2300250","1950","Maine","230","Somerset","0250","Somerset",18359,1815,14,15,18191,1354,12,25
"G2300270","1950","Maine","230","Waldo","0270","Waldo",10619,368,9,3,10309,374,4,1
"G2300290","1950","Maine","230","Washington","0290","Washington",16364,1076,10,278,15725,1439,9,286
"G2300310","1950","Maine","230","York","0310","York",41743,4629,93,30,41738,5273,19,16
"G2400010","1950","Maryland","240","Allegany","0010","Allegany",42193,709,612,6,44787,619,620,10
"G2400030","1950","Maryland","240","Anne Arundel","0030","Anne Arundel",50740,1535,12220,112,40984,1541,10219,41
"G2400050","1950","Maryland","240","Baltimore","0050","Baltimore",120758,4269,9021,100,122832,4388,8856,49
"G2400090","1950","Maryland","240","Calvert","0090","Calvert",3500,57,2641,2,3370,45,2483,2
"G2400110","1950","Maryland","240","Caroline","0110","Caroline",7174,214,1764,8,7184,200,1688,2
"G2400130","1950","Maryland","240","Carroll","0130","Carroll",20779,341,1012,14,21367,363,1029,2
"G2400150","1950","Maryland","240","Cecil","0150","Cecil",15680,453,1474,3,14262,347,1132,5
"G2400170","1950","Maryland","240","Charles","0170","Charles",7659,195,4203,5,7127,209,4013,4
"G2400190","1950","Maryland","240","Dorchester","0190","Dorchester",9790,173,3906,8,10007,142,3784,5
"G2400210","1950","Maryland","240","Frederick","0210","Frederick",28412,218,2145,11,29109,240,2147,5
"G2400230","1950","Maryland","240","Garrett","0230","Garrett",10738,105,8,1,10333,73,1,0
"G2400250","1950","Maryland","240","Harford","0250","Harford",23612,557,2945,32,21453,671,2503,9
"G2400270","1950","Maryland","240","Howard","0270","Howard",9597,203,1990,8,9232,215,1868,6
"G2400290","1950","Maryland","240","Kent","0290","Kent",5036,90,1822,4,4884,100,1739,2
"G2400310","1950","Maryland","240","Montgomery","0310","Montgomery",73022,2892,5117,147,74486,3404,5213,120
"G2400330","1950","Maryland","240","Prince Georges","0330","Prince Georges",84503,2977,11461,170,80730,3037,11191,113
"G2400350","1950","Maryland","240","Queen Anne's","0350","Queen Anne's",5287,134,2017,3,5174,113,1851,0
"G2400370","1950","Maryland","240","St Mary's","0370","St Mary's",13283,138,3091,23,9544,164,2853,15
"G2400390","1950","Maryland","240","Somerset","0390","Somerset",6583,76,3726,2,6698,59,3600,1
"G2400410","1950","Maryland","240","Talbot","0410","Talbot",6705,172,2648,6,7107,170,2616,4
"G2400430","1950","Maryland","240","Washington","0430","Washington",37594,382,1257,11,38412,303,921,6
"G2400450","1950","Maryland","240","Wicomico","0450","Wicomico",14951,237,4219,8,15844,220,4153,9
"G2400470","1950","Maryland","240","Worcester","0470","Worcester",7778,135,3578,4,8014,121,3516,2
"G2405100","1950","Maryland","240","Baltimore City","5100","Baltimore City",324980,26094,109660,668,347241,25340,115439,286
"G2500010","1950","Massachusetts","250","Barnstable","0010","Barnstable",20142,1880,1129,152,20163,2271,923,145
"G2500030","1950","Massachusetts","250","Berkshire","0030","Berkshire",57452,6998,620,27,59785,7389,682,13
"G2500050","1950","Massachusetts","250","Bristol","0050","Bristol",151193,29550,2090,222,162269,34110,2001,134
"G2500070","1950","Massachusetts","250","Dukes","0070","Dukes",2319,269,35,39,2555,330,53,33
"G2500090","1950","Massachusetts","250","Essex","0090","Essex",211579,37778,932,214,227248,43526,986,121
"G2500110","1950","Massachusetts","250","Franklin","0110","Franklin",23590,2256,73,10,24435,2313,66,4
"G2500130","1950","Massachusetts","250","Hampden","0130","Hampden",150904,25113,3689,118,156931,27649,3525,42
"G2500150","1950","Massachusetts","250","Hampshire","0150","Hampshire",37316,4680,150,30,39814,5432,133,39
"G2500170","1950","Massachusetts","250","Middlesex","0170","Middlesex",434488,73617,4632,684,458477,87400,4920,351
"G2500190","1950","Massachusetts","250","Nantucket","0190","Nantucket",1436,141,58,0,1579,212,58,0
"G2500210","1950","Massachusetts","250","Norfolk","0210","Norfolk",161003,24462,565,158,175126,30321,573,100
"G2500230","1950","Massachusetts","250","Plymouth","0230","Plymouth",80232,10930,1529,98,83833,11557,1217,72
"G2500250","1950","Massachusetts","250","Suffolk","0250","Suffolk",338211,75444,19661,1984,353041,86751,20756,767
"G2500270","1950","Massachusetts","250","Worcester","0270","Worcester",227619,39614,1066,186,235064,41706,1049,97
"G2600010","1950","Michigan","260","Alcona","0010","Alcona",2823,240,0,18,2540,222,1,12
"G2600030","1950","Michigan","260","Alger","0030","Alger",4570,800,10,6,4163,444,10,4
"G2600050","1950","Michigan","260","Allegan","0050","Allegan",22680,1081,198,70,22253,960,188,63
"G2600070","1950","Michigan","260","Alpena","0070","Alpena",10381,778,10,3,10340,672,2,3
"G2600090","1950","Michigan","260","Antrim","0090","Antrim",5062,316,3,48,4958,287,1,46
"G2600110","1950","Michigan","260","Arenac","0110","Arenac",4436,472,0,28,4279,401,2,26
"G2600130","1950","Michigan","260","Baraga","0130","Baraga",3476,631,1,234,3005,446,2,242
"G2600150","1950","Michigan","260","Barry","0150","Barry",12947,278,6,27,12623,279,1,22
"G2600170","1950","Michigan","260","Bay","0170","Bay",41241,2354,159,26,42051,2435,175,20
"G2600190","1950","Michigan","260","Benzie","0190","Benzie",4022,164,19,12,3922,132,24,11
"G2600210","1950","Michigan","260","Berrien","0210","Berrien",49841,4178,3555,81,50700,3845,3446,56
"G2600230","1950","Michigan","260","Branch","0230","Branch",14774,360,51,10,14643,326,28,10
"G2600250","1950","Michigan","260","Calhoun","0250","Calhoun",55889,2557,3757,108,53446,2174,2819,63
"G2600270","1950","Michigan","260","Cass","0270","Cass",12396,529,1147,54,12355,502,1162,40
"G2600290","1950","Michigan","260","Charlevoix","0290","Charlevoix",6347,358,9,126,6195,328,12,100
"G2600310","1950","Michigan","260","Cheboygan","0310","Cheboygan",6540,388,14,31,6348,364,12,34
"G2600330","1950","Michigan","260","Chippewa","0330","Chippewa",13247,1545,20,286,12280,1579,5,244
"G2600350","1950","Michigan","260","Clare","0350","Clare",4965,205,1,0,4896,183,2,1
"G2600370","1950","Michigan","260","Clinton","0370","Clinton",15465,468,7,6,14755,479,11,4
"G2600390","1950","Michigan","260","Crawford","0390","Crawford",1957,123,1,17,1943,103,3,4
"G2600410","1950","Michigan","260","Delta","0410","Delta",14888,1882,13,64,14510,1460,20,76
"G2600430","1950","Michigan","260","Dickinson","0430","Dickinson",11036,1588,8,3,10859,1345,4,1
"G2600450","1950","Michigan","260","Eaton","0450","Eaton",19648,520,29,5,19304,489,25,3
"G2600470","1950","Michigan","260","Emmet","0470","Emmet",7352,406,18,309,7693,411,21,324
"G2600490","1950","Michigan","260","Genesee","0490","Genesee",119757,9285,7126,136,119247,8397,6934,81
"G2600510","1950","Michigan","260","Gladwin","0510","Gladwin",4430,318,12,10,4408,262,4,7
"G2600530","1950","Michigan","260","Gogebic","0530","Gogebic",11358,2661,9,67,10826,2084,2,46
"G2600550","1950","Michigan","260","Grand Traverse","0550","Grand Traverse",13131,753,33,56,13846,680,28,71
"G2600570","1950","Michigan","260","Gratiot","0570","Gratiot",16246,633,24,7,15920,579,17,3
"G2600590","1950","Michigan","260","Hillsdale","0590","Hillsdale",15740,348,21,8,15431,353,10,5
"G2600610","1950","Michigan","260","Houghton","0610","Houghton",17728,3091,8,3,16329,2604,2,6
"G2600630","1950","Michigan","260","Huron","0630","Huron",16027,1142,2,7,14844,1118,3,6
"G2600650","1950","Michigan","260","Ingham","0650","Ingham",81083,3747,1727,123,81379,3297,1512,73
"G2600670","1950","Michigan","260","Ionia","0670","Ionia",18990,642,621,42,17335,486,38,4
"G2600690","1950","Michigan","260","Iosco","0690","Iosco",5179,387,3,35,4940,332,2,28
"G2600710","1950","Michigan","260","Iron","0710","Iron",7491,1788,4,9,7066,1329,4,1
"G2600730","1950","Michigan","260","Isabella","0730","Isabella",14149,460,60,212,13438,400,57,188
"G2600750","1950","Michigan","260","Jackson","0750","Jackson",50249,2491,3532,54,48037,2077,1460,25
"G2600770","1950","Michigan","260","Kalamazoo","0770","Kalamazoo",57288,3733,1371,55,59516,3376,1323,45
"G2600790","1950","Michigan","260","Kalkaska","0790","Kalkaska",2263,66,3,11,2187,50,2,15
"G2600810","1950","Michigan","260","Kent","0810","Kent",126374,11298,3513,74,132946,10448,3554,85
"G2600830","1950","Michigan","260","Keweenaw","0830","Keweenaw",1316,298,1,0,1097,204,2,0
"G2600850","1950","Michigan","260","Lake","0850","Lake",1895,178,580,2,1733,147,722,0
"G2600870","1950","Michigan","260","Lapeer","0870","Lapeer",17214,977,167,16,16379,877,150,14
"G2600890","1950","Michigan","260","Leelanau","0890","Leelanau",4195,161,2,150,3864,159,1,115
"G2600910","1950","Michigan","260","Lenawee","0910","Lenawee",31010,891,101,32,31493,914,165,23
"G2600930","1950","Michigan","260","Livingston","0930","Livingston",12670,767,64,22,12430,702,63,7
"G2600950","1950","Michigan","260","Luce","0950","Luce",3699,544,4,45,3412,408,6,29
"G2600970","1950","Michigan","260","Mackinac","0970","Mackinac",4424,316,4,99,4091,256,2,95
"G2600990","1950","Michigan","260","Macomb","0990","Macomb",83381,9407,2238,118,79122,8622,2024,49
"G2601010","1950","Michigan","260","Manistee","1010","Manistee",8588,575,47,68,8553,572,45,76
"G2601030","1950","Michigan","260","Marquette","1030","Marquette",21586,2835,264,62,20530,2322,6,49
"G2601050","1950","Michigan","260","Mason","1050","Mason",9553,820,31,34,9273,729,24,10
"G2601070","1950","Michigan","260","Mecosta","1070","Mecosta",9518,302,109,12,8675,247,93,12
"G2601090","1950","Michigan","260","Menominee","1090","Menominee",11679,1181,7,66,11328,947,1,90
"G2601110","1950","Michigan","260","Midland","1110","Midland",17330,560,28,5,17167,539,28,5
"G2601130","1950","Michigan","260","Missaukee","1130","Missaukee",3604,175,1,24,3491,141,1,21
"G2601150","1950","Michigan","260","Monroe","1150","Monroe",35648,1973,589,35,35313,1578,510,20
"G2601170","1950","Michigan","260","Montcalm","1170","Montcalm",15073,524,30,3,14875,482,26,0
"G2601190","1950","Michigan","260","Montmorency","1190","Montmorency",2018,121,0,0,1887,99,0,0
"G2601210","1950","Michigan","260","Muskegon","1210","Muskegon",53089,3465,3685,108,54331,3051,3697,119
"G2601230","1950","Michigan","260","Newaygo","1230","Newaygo",10258,490,205,26,9909,436,218,25
"G2601250","1950","Michigan","260","Oakland","1250","Oakland",172876,16754,8928,160,171971,16012,9196,104
"G2601270","1950","Michigan","260","Oceana","1270","Oceana",7764,423,36,42,7379,371,34,56
"G2601290","1950","Michigan","260","Ogemaw","1290","Ogemaw",4469,314,2,2,4318,239,0,1
"G2601310","1950","Michigan","260","Ontonagon","1310","Ontonagon",4741,911,2,0,4019,607,0,2
"G2601330","1950","Michigan","260","Osceola","1330","Osceola",6804,260,15,3,6484,219,9,3
"G2601350","1950","Michigan","260","Oscoda","1350","Oscoda",1566,51,0,0,1474,43,0,0
"G2601370","1950","Michigan","260","Otsego","1370","Otsego",3042,257,3,2,2951,175,3,2
"G2601390","1950","Michigan","260","Ottawa","1390","Ottawa",34593,2323,71,24,34580,2060,74,26
"G2601410","1950","Michigan","260","Presque Isle","1410","Presque Isle",5913,305,1,0,5538,236,2,1
"G2601430","1950","Michigan","260","Roscommon","1430","Roscommon",2823,167,2,2,2784,136,0,2
"G2601450","1950","Michigan","260","Saginaw","1450","Saginaw",66735,5189,4776,59,67582,4826,4310,38
"G2601470","1950","Michigan","260","St Clair","1470","St Clair",40516,4238,881,58,40689,4317,847,53
"G2601490","1950","Michigan","260","St Joseph","1490","St Joseph",16679,518,148,6,17058,496,161,5
"G2601510","1950","Michigan","260","Sanilac","1510","Sanilac",14635,1345,5,21,13549,1268,2,12
"G2601530","1950","Michigan","260","Schoolcraft","1530","Schoolcraft",4272,419,9,40,4026,329,8,45
"G2601550","1950","Michigan","260","Shiawassee","1550","Shiawassee",21674,1253,14,3,21842,1169,11,1
"G2601570","1950","Michigan","260","Tuscola","1570","Tuscola",18103,1279,84,17,17450,1246,56,23
"G2601590","1950","Michigan","260","Van Buren","1590","Van Buren",17295,1607,884,78,16901,1478,880,61
"G2601610","1950","Michigan","260","Washtenaw","1610","Washtenaw",59924,3871,4928,499,57258,3391,4513,222
